,Date,Exercise Name,Set Order,Weight,Reps,Duration (minutes)
1419,2026-11-14,Deadlift (Barbell),1,85.0,12,
1420,2026-11-14,Deadlift (Barbell),2,90.0,10,
1421,2026-11-14,Deadlift (Barbell),3,95.0,8,
1422,2026-11-14,Romanian Deadlift (Barbell),1,70.0,12,
1423,2026-11-14,Romanian Deadlift (Barbell),2,75.0,10,
1424,2026-11-14,Romanian Deadlift (Barbell),3,80.0,8,
1425,2026-11-14,Hip Thrust (Barbell),1,75.0,12,
1426,2026-11-14,Hip Thrust (Barbell),2,80.0,10,
1427,2026-11-14,Hip Thrust (Barbell),3,85.0,8,
1428,2026-11-14,Bulgarian Split Squat,1,19.5,12,
1429,2026-11-14,Bulgarian Split Squat,2,22.0,10,
1430,2026-11-14,Bulgarian Split Squat,3,24.5,8,
1431,2026-11-14,Cable Kickback,1,17.5,12,
1432,2026-11-14,Cable Kickback,2,20.0,10,
1433,2026-11-14,Cable Kickback,3,22.5,8,
1434,2026-11-14,Back Extension,1,,15,
1435,2026-11-14,Back Extension,2,,12,
1436,2026-11-14,Back Extension,3,,10,
1437,2026-11-14,Plank,1,,,1.0
1438,2026-11-14,Plank,2,,,1.25
1439,2026-11-14,Plank,3,,,1.5
1440,2026-11-14,Kettle Bell Single Leg Raises,1,19.5,12,
1441,2026-11-14,Kettle Bell Single Leg Raises,2,22.0,10,
1442,2026-11-14,Kettle Bell Single Leg Raises,3,24.5,8,
1443,2026-11-16,Running (Treadmill),1,,,30
1444,2026-11-16,Lat Pulldown (Cable),1,57.5,12,
1445,2026-11-16,Lat Pulldown (Cable),2,62.5,10,
1446,2026-11-16,Lat Pulldown (Cable),3,67.5,8,
1447,2026-11-16,Seated Row (Cable),1,57.5,12,
1448,2026-11-16,Seated Row (Cable),2,62.5,10,
1449,2026-11-16,Seated Row (Cable),3,67.5,8,
1450,2026-11-16,Bent Over One Arm Row (Dumbbell),1,26.75,12,
1451,2026-11-16,Bent Over One Arm Row (Dumbbell),2,29.25,10,
1452,2026-11-16,Bent Over One Arm Row (Dumbbell),3,31.75,8,
1453,2026-11-16,Bent Over Row (Barbell),1,57.5,12,
1454,2026-11-16,Bent Over Row (Barbell),2,62.5,10,
1455,2026-11-16,Bent Over Row (Barbell),3,67.5,8,
1456,2026-11-16,Face Pull (Cable),1,28.75,12,
1457,2026-11-16,Face Pull (Cable),2,31.25,10,
1458,2026-11-16,Face Pull (Cable),3,33.75,8,
1459,2026-11-16,Bicep Curl (Cable),1,23.75,12,
1460,2026-11-16,Bicep Curl (Cable),2,26.25,10,
1461,2026-11-16,Bicep Curl (Cable),3,28.75,8,
1462,2026-11-16,Crunch,1,,15,
1463,2026-11-16,Crunch,2,,12,
1464,2026-11-16,Crunch,3,,10,
1465,2026-11-16,Squat (Machine),1,77.5,12,
1466,2026-11-16,Squat (Machine),2,82.5,10,
1467,2026-11-16,Squat (Machine),3,87.5,8,
1468,2026-11-17,Squat (Barbell),1,72.5,12,
1469,2026-11-17,Squat (Barbell),2,77.5,10,
1470,2026-11-17,Squat (Barbell),3,82.5,8,
1471,2026-11-17,Leg Press,1,117.5,12,
1472,2026-11-17,Leg Press,2,122.5,10,
1473,2026-11-17,Leg Press,3,127.5,8,
1474,2026-11-17,Leg Extension (Machine),1,52.5,12,
1475,2026-11-17,Leg Extension (Machine),2,57.5,10,
1476,2026-11-17,Leg Extension (Machine),3,62.5,8,
1477,2026-11-17,Lying Leg Curl (Machine),1,47.5,12,
1478,2026-11-17,Lying Leg Curl (Machine),2,52.5,10,
1479,2026-11-17,Lying Leg Curl (Machine),3,57.5,8,
1480,2026-11-17,Hip Abductor (Machine),1,57.5,12,
1481,2026-11-17,Hip Abductor (Machine),2,62.5,10,
1482,2026-11-17,Hip Abductor (Machine),3,67.5,8,
1483,2026-11-17,hip extension,1,,15,
1484,2026-11-17,hip extension,2,,12,
1485,2026-11-17,hip extension,3,,10,
1486,2026-11-17,Standing Calf Raise (Bodyweight),1,,15,
1487,2026-11-17,Standing Calf Raise (Bodyweight),2,,12,
1488,2026-11-17,Standing Calf Raise (Bodyweight),3,,10,
1489,2026-11-17,Skullcrusher (Barbell),1,28.75,12,
1490,2026-11-17,Skullcrusher (Barbell),2,31.25,10,
1491,2026-11-17,Skullcrusher (Barbell),3,33.75,8,
1492,2026-11-19,Bench Press (Barbell),1,62.5,12,
1493,2026-11-19,Bench Press (Barbell),2,67.5,10,
1494,2026-11-19,Bench Press (Barbell),3,72.5,8,
1495,2026-11-19,Bench Press (Dumbbell),1,24.75,12,
1496,2026-11-19,Bench Press (Dumbbell),2,27.25,10,
1497,2026-11-19,Bench Press (Dumbbell),3,29.75,8,
1498,2026-11-19,Incline Bench Press (Barbell),1,52.5,12,
1499,2026-11-19,Incline Bench Press (Barbell),2,57.5,10,
1500,2026-11-19,Incline Bench Press (Barbell),3,62.5,8,
1501,2026-11-19,Chest Fly,1,47.5,12,
1502,2026-11-19,Chest Fly,2,52.5,10,
1503,2026-11-19,Chest Fly,3,57.5,8,
1504,2026-11-19,Seated Overhead Press (Dumbbell),1,20.75,12,
1505,2026-11-19,Seated Overhead Press (Dumbbell),2,23.25,10,
1506,2026-11-19,Seated Overhead Press (Dumbbell),3,25.75,8,
1507,2026-11-19,Overhead Press (Barbell),1,36.25,12,
1508,2026-11-19,Overhead Press (Barbell),2,38.75,10,
1509,2026-11-19,Overhead Press (Barbell),3,41.25,8,
1510,2026-11-19,Lateral Raise (Dumbbell),1,15.75,12,
1511,2026-11-19,Lateral Raise (Dumbbell),2,18.25,10,
1512,2026-11-19,Lateral Raise (Dumbbell),3,20.75,8,
1513,2026-11-19,Triceps Pushdown (Cable - Straight Bar),1,31.25,12,
1514,2026-11-19,Triceps Pushdown (Cable - Straight Bar),2,33.75,10,
1515,2026-11-19,Triceps Pushdown (Cable - Straight Bar),3,36.25,8,
1516,2026-11-19,Triceps Extension (Dumbbell),1,18.75,12,
1517,2026-11-19,Triceps Extension (Dumbbell),2,21.25,10,
1518,2026-11-19,Triceps Extension (Dumbbell),3,23.75,8,
1519,2026-11-19,Pause Squats ,1,62.5,12,
1520,2026-11-19,Pause Squats ,2,67.5,10,
1521,2026-11-19,Pause Squats ,3,72.5,8,
1522,2026-11-21,Deadlift (Barbell),1,87.5,12,
1523,2026-11-21,Deadlift (Barbell),2,92.5,10,
1524,2026-11-21,Deadlift (Barbell),3,97.5,8,
1525,2026-11-21,Romanian Deadlift (Barbell),1,72.5,12,
1526,2026-11-21,Romanian Deadlift (Barbell),2,77.5,10,
1527,2026-11-21,Romanian Deadlift (Barbell),3,82.5,8,
1528,2026-11-21,Hip Thrust (Barbell),1,77.5,12,
1529,2026-11-21,Hip Thrust (Barbell),2,82.5,10,
1530,2026-11-21,Hip Thrust (Barbell),3,87.5,8,
1531,2026-11-21,Bulgarian Split Squat,1,20.75,12,
1532,2026-11-21,Bulgarian Split Squat,2,23.25,10,
1533,2026-11-21,Bulgarian Split Squat,3,25.75,8,
1534,2026-11-21,Cable Kickback,1,18.75,12,
1535,2026-11-21,Cable Kickback,2,21.25,10,
1536,2026-11-21,Cable Kickback,3,23.75,8,
1537,2026-11-21,Back Extension,1,,15,
1538,2026-11-21,Back Extension,2,,12,
1539,2026-11-21,Back Extension,3,,10,
1540,2026-11-21,Plank,1,,,1.0
1541,2026-11-21,Plank,2,,,1.25
1542,2026-11-21,Plank,3,,,1.5
1543,2026-11-21,Larsen bench press ,1,52.5,12,
1544,2026-11-21,Larsen bench press ,2,57.5,10,
1545,2026-11-21,Larsen bench press ,3,62.5,8,
1546,2026-11-23,Running (Treadmill),1,,,32
1547,2026-11-23,Lat Pulldown (Cable),1,57.5,10,
1548,2026-11-23,Lat Pulldown (Cable),2,62.5,8,
1549,2026-11-23,Lat Pulldown (Cable),3,67.5,8,
1550,2026-11-23,Seated Row (Cable),1,57.5,10,
1551,2026-11-23,Seated Row (Cable),2,62.5,8,
1552,2026-11-23,Seated Row (Cable),3,67.5,8,
1553,2026-11-23,Bent Over One Arm Row (Dumbbell),1,26.75,10,
1554,2026-11-23,Bent Over One Arm Row (Dumbbell),2,29.25,8,
1555,2026-11-23,Bent Over One Arm Row (Dumbbell),3,31.75,8,
1556,2026-11-23,Bent Over Row (Barbell),1,57.5,10,
1557,2026-11-23,Bent Over Row (Barbell),2,62.5,8,
1558,2026-11-23,Bent Over Row (Barbell),3,67.5,8,
1559,2026-11-23,Face Pull (Cable),1,28.75,10,
1560,2026-11-23,Face Pull (Cable),2,31.25,8,
1561,2026-11-23,Face Pull (Cable),3,33.75,8,
1562,2026-11-23,Bicep Curl (Cable),1,23.75,10,
1563,2026-11-23,Bicep Curl (Cable),2,26.25,8,
1564,2026-11-23,Bicep Curl (Cable),3,28.75,8,
1565,2026-11-23,Crunch,1,,15,
1566,2026-11-23,Crunch,2,,12,
1567,2026-11-23,Crunch,3,,10,
1568,2026-11-23,Front Squat (Barbell),1,62.5,10,
1569,2026-11-23,Front Squat (Barbell),2,67.5,8,
1570,2026-11-23,Front Squat (Barbell),3,72.5,8,
1571,2026-11-24,Squat (Barbell),1,72.5,10,
1572,2026-11-24,Squat (Barbell),2,77.5,8,
1573,2026-11-24,Squat (Barbell),3,82.5,8,
1574,2026-11-24,Leg Press,1,117.5,10,
1575,2026-11-24,Leg Press,2,122.5,8,
1576,2026-11-24,Leg Press,3,127.5,8,
1577,2026-11-24,Leg Extension (Machine),1,52.5,10,
1578,2026-11-24,Leg Extension (Machine),2,57.5,8,
1579,2026-11-24,Leg Extension (Machine),3,62.5,8,
1580,2026-11-24,Lying Leg Curl (Machine),1,47.5,10,
1581,2026-11-24,Lying Leg Curl (Machine),2,52.5,8,
1582,2026-11-24,Lying Leg Curl (Machine),3,57.5,8,
1583,2026-11-24,Hip Abductor (Machine),1,57.5,10,
1584,2026-11-24,Hip Abductor (Machine),2,62.5,8,
1585,2026-11-24,Hip Abductor (Machine),3,67.5,8,
1586,2026-11-24,hip extension,1,,15,
1587,2026-11-24,hip extension,2,,12,
1588,2026-11-24,hip extension,3,,10,
1589,2026-11-24,Standing Calf Raise (Bodyweight),1,,15,
1590,2026-11-24,Standing Calf Raise (Bodyweight),2,,12,
1591,2026-11-24,Standing Calf Raise (Bodyweight),3,,10,
1592,2026-11-24,Seated Leg Curl (Machine),1,47.5,10,
1593,2026-11-24,Seated Leg Curl (Machine),2,52.5,8,
1594,2026-11-24,Seated Leg Curl (Machine),3,57.5,8,
1595,2026-11-26,Bench Press (Barbell),1,62.5,10,
1596,2026-11-26,Bench Press (Barbell),2,67.5,8,
1597,2026-11-26,Bench Press (Barbell),3,72.5,8,
1598,2026-11-26,Bench Press (Dumbbell),1,24.75,10,
1599,2026-11-26,Bench Press (Dumbbell),2,27.25,8,
1600,2026-11-26,Bench Press (Dumbbell),3,29.75,8,
1601,2026-11-26,Incline Bench Press (Barbell),1,52.5,10,
1602,2026-11-26,Incline Bench Press (Barbell),2,57.5,8,
1603,2026-11-26,Incline Bench Press (Barbell),3,62.5,8,
1604,2026-11-26,Chest Fly,1,47.5,10,
1605,2026-11-26,Chest Fly,2,52.5,8,
1606,2026-11-26,Chest Fly,3,57.5,8,
1607,2026-11-26,Seated Overhead Press (Dumbbell),1,20.75,10,
1608,2026-11-26,Seated Overhead Press (Dumbbell),2,23.25,8,
1609,2026-11-26,Seated Overhead Press (Dumbbell),3,25.75,8,
1610,2026-11-26,Overhead Press (Barbell),1,36.25,10,
1611,2026-11-26,Overhead Press (Barbell),2,38.75,8,
1612,2026-11-26,Overhead Press (Barbell),3,41.25,8,
1613,2026-11-26,Lateral Raise (Dumbbell),1,15.75,10,
1614,2026-11-26,Lateral Raise (Dumbbell),2,18.25,8,
1615,2026-11-26,Lateral Raise (Dumbbell),3,20.75,8,
1616,2026-11-26,Triceps Pushdown (Cable - Straight Bar),1,31.25,10,
1617,2026-11-26,Triceps Pushdown (Cable - Straight Bar),2,33.75,8,
1618,2026-11-26,Triceps Pushdown (Cable - Straight Bar),3,36.25,8,
1619,2026-11-26,Triceps Extension (Dumbbell),1,18.75,10,
1620,2026-11-26,Triceps Extension (Dumbbell),2,21.25,8,
1621,2026-11-26,Triceps Extension (Dumbbell),3,23.75,8,
1622,2026-11-26,Bicep Curl (Dumbbell),1,18.75,10,
1623,2026-11-26,Bicep Curl (Dumbbell),2,21.25,8,
1624,2026-11-26,Bicep Curl (Dumbbell),3,23.75,8,
1625,2026-11-28,Deadlift (Barbell),1,87.5,10,
1626,2026-11-28,Deadlift (Barbell),2,92.5,8,
1627,2026-11-28,Deadlift (Barbell),3,97.5,8,
1628,2026-11-28,Romanian Deadlift (Barbell),1,72.5,10,
1629,2026-11-28,Romanian Deadlift (Barbell),2,77.5,8,
1630,2026-11-28,Romanian Deadlift (Barbell),3,82.5,8,
1631,2026-11-28,Hip Thrust (Barbell),1,77.5,10,
1632,2026-11-28,Hip Thrust (Barbell),2,82.5,8,
1633,2026-11-28,Hip Thrust (Barbell),3,87.5,8,
1634,2026-11-28,Bulgarian Split Squat,1,20.75,10,
1635,2026-11-28,Bulgarian Split Squat,2,23.25,8,
1636,2026-11-28,Bulgarian Split Squat,3,25.75,8,
1637,2026-11-28,Cable Kickback,1,18.75,10,
1638,2026-11-28,Cable Kickback,2,21.25,8,
1639,2026-11-28,Cable Kickback,3,23.75,8,
1640,2026-11-28,Back Extension,1,,15,
1641,2026-11-28,Back Extension,2,,12,
1642,2026-11-28,Back Extension,3,,10,
1643,2026-11-28,Plank,1,,,1.0
1644,2026-11-28,Plank,2,,,1.25
1645,2026-11-28,Plank,3,,,1.5
1646,2026-11-28,Triceps Extension,1,20.75,10,
1647,2026-11-28,Triceps Extension,2,23.25,8,
1648,2026-11-28,Triceps Extension,3,25.75,8,
